instruction,input_context,output,task_type,difficulty,safety_constraints
작은 metal 그릇을 침대에 가져와라,"객체: 작은 metal 그릇, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.18198138578895406, ""stiffness"": 89.99005038801585, ""fragility"": 0.880058500649762}, ""confidence"": 0.8603657418186706}",pull,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
무거운 ceramic 블록을 의자에 운반해라,"객체: 무거운 ceramic 블록, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.73, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""heavy"", ""friction"": 0.2563925339430252, ""stiffness"": 140.21191908624897, ""fragility"": 1.0}, ""confidence"": 0.7392905775828029}",move,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
깨지기쉬운 metal 컵을 상자에 운반해라,"객체: 깨지기쉬운 metal 컵, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.7, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.2563925339430252, ""stiffness"": 140.21191908624897, ""fragility"": ""fragile""}, ""confidence"": 0.9421279652948155}",move,medium,secure_grip|slow_movement
작은 metal 펜을 의자에 올려놓아라,"객체: 작은 metal 펜, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.41668255868583143, ""stiffness"": 14.758803235079721, ""fragility"": 0.23764261564055733}, ""confidence"": 0.9429287917767989}",place,medium,precise_positioning
작은 plastic 펜을 선반에 잡아라,"객체: 작은 plastic 펜, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.4249772545041931, ""stiffness"": 9.184353554250947, ""fragility"": 0.11248551349979899}, ""confidence"": 0.9080016477618892}",pick,easy,
작은 fabric 책을 바구니에 밀어내라,"객체: 작은 fabric 책, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.2038179681438023, ""stiffness"": 40.87499121513284, ""fragility"": 0.8379699198072588}, ""confidence"": 0.8878515590298685}",push,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
딱딱한 fabric 공을 테이블에 집어라,"객체: 딱딱한 fabric 공, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.36, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.20870207386093773, ""stiffness"": ""hard"", ""fragility"": 0.6552889956423802}, ""confidence"": 0.8880478096771512}",pick,medium,fragile_handling|gentle_grip|secure_grip|slow_movement
가벼운 plastic 책을 상자에 가져다놓아라,"객체: 가벼운 plastic 책, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.24, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""light"", ""friction"": 0.3581234092106792, ""stiffness"": 80.4097830255406, ""fragility"": 1.0}, ""confidence"": 0.8949679371213062}",move,medium,fragile_handling|gentle_grip
거친 ceramic 공을 선반에 밀어내라,"객체: 거친 ceramic 공, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 0.00923213526203572, ""fragility"": 0.03920394366126141}, ""confidence"": 0.8949670103293176}",push,medium,
미끄러운 ceramic 병을 침대에 당겨라,"객체: 미끄러운 ceramic 병, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 3.036444408446131, ""fragility"": 0.4140528862657549}, ""confidence"": 0.7050774584809593}",pull,hard,
무거운 plastic 책을 바구니에 끌어라,"객체: 무거운 plastic 책, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""heavy"", ""friction"": 0.599865196119886, ""stiffness"": 8.24687018021564, ""fragility"": 0.18475734768332433}, ""confidence"": 0.7767801639511194}",pull,medium,
큰 wood 상자을 침대에 놓아라,"객체: 큰 wood 상자, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": 0.2563925339430252, ""stiffness"": 140.21191908624897, ""fragility"": 1.0}, ""confidence"": 0.9025650416410398}",place,hard,fragile_handling|gentle_grip|secure_grip|slow_movement|precise_positioning
거친 plastic 블록을 의자에 놓아라,"객체: 거친 plastic 블록, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.32, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 54.39490712141878, ""fragility"": 0.6552889956423802}, ""confidence"": 0.8510237298227055}",place,medium,fragile_handling|gentle_grip|precise_positioning
미끄러운 plastic 그릇을 테이블에 전진시켜라,"객체: 미끄러운 plastic 그릇, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 0.11973332812231308, ""fragility"": 0.0789949432785731}, ""confidence"": 0.8808125961859579}",push,medium,
깨지기쉬운 wood 접시을 바구니에 밀어라,"객체: 깨지기쉬운 wood 접시, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": 0.32749125710801746, ""stiffness"": 2.438507925034616, ""fragility"": ""fragile""}, ""confidence"": 0.8021701263774087}",push,medium,
거친 fabric 책을 침대에 운반해라,"객체: 거친 fabric 책, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 14.758803235079721, ""fragility"": 0.23764261564055733}, ""confidence"": 0.8168078537511951}",move,easy,
미끄러운 rubber 상자을 바구니에 밀어라,"객체: 미끄러운 rubber 상자, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 4.2305139309557624, ""fragility"": 0.44994449854952756}, ""confidence"": 0.7085554426078864}",push,medium,
미끄러운 fabric 병을 테이블에 운반해라,"객체: 미끄러운 fabric 병, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 0.09470742520148064, ""fragility"": 0.1418544169412711}, ""confidence"": 0.9152639705571284}",move,easy,
미끄러운 plastic 컵을 상자에 끌어라,"객체: 미끄러운 plastic 컵, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 0.07131838686387808, ""fragility"": 0.11836509288405694}, ""confidence"": 0.7175445005329832}",pull,medium,
미끄러운 metal 인형을 의자에 끌어라,"객체: 미끄러운 metal 인형, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 81.42524911203685, ""fragility"": 0.4823244689937023}, ""confidence"": 0.7320372123528386}",pull,hard,
부드러운 ceramic 책을 의자에 옮겨라,"객체: 부드러운 ceramic 책, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": 0.8326455432411151, ""stiffness"": ""soft"", ""fragility"": 0.05570339440762839}, ""confidence"": 0.7345854180996587}",move,easy,
무거운 metal 인형을 테이블에 이동시켜라,"객체: 무거운 metal 인형, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""heavy"", ""friction"": 0.46466158523006434, ""stiffness"": 2.8851085586648955, ""fragility"": 0.3190407493490031}, ""confidence"": 0.8065435424418571}",move,easy,
무거운 metal 펜을 의자에 옮겨라,"객체: 무거운 metal 펜, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""heavy"", ""friction"": 0.6975739814632087, ""stiffness"": 0.00922883666667986, ""fragility"": 0.05163622845398025}, ""confidence"": 0.7026156219794545}",move,easy,
미끄러운 ceramic 병을 의자에 배치해라,"객체: 미끄러운 ceramic 병, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 0.14088771576141174, ""fragility"": 0.06974272487299253}, ""confidence"": 0.8602105506655994}",place,medium,precise_positioning
미끄러운 ceramic 병을 침대에 가져와라,"객체: 미끄러운 ceramic 병, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 3.432161100978571, ""fragility"": 0.1929109463480399}, ""confidence"": 0.8862315922182594}",pull,medium,
가벼운 plastic 책을 의자에 가져다놓아라,"객체: 가벼운 plastic 책, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""light"", ""friction"": 0.8023199184682938, ""stiffness"": 0.07131838686387808, ""fragility"": 0.11836509288405694}, ""confidence"": 0.9260459599302232}",move,easy,
무거운 glass 접시을 침대에 두어라,"객체: 무거운 glass 접시, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.73, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""heavy"", ""friction"": 0.22341878714526586, ""stiffness"": 48.607375212683, ""fragility"": 0.9891938558271519}, ""confidence"": 0.9285728470173122}",place,hard,fragile_handling|gentle_grip|secure_grip|slow_movement|precise_positioning
미끄러운 wood 책을 의자에 밀어라,"객체: 미끄러운 wood 책, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 215.37268587097645, ""fragility"": 0.10260726153292597}, ""confidence"": 0.8226867763995762}",push,medium,
부드러운 wood 상자을 상자에 밀어라,"객체: 부드러운 wood 상자, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": 0.17828564226926413, ""stiffness"": ""soft"", ""fragility"": 1.0}, ""confidence"": 0.9455091841328492}",push,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
부드러운 ceramic 책을 선반에 밀어내라,"객체: 부드러운 ceramic 책, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": 0.8077136590268336, ""stiffness"": ""soft"", ""fragility"": 0.06253236345785054}, ""confidence"": 0.9478234267720129}",push,medium,
무거운 metal 책을 의자에 옮겨라,"객체: 무거운 metal 책, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""heavy"", ""friction"": 0.8077136590268336, ""stiffness"": 0.008962267935161833, ""fragility"": 0.06253236345785054}, ""confidence"": 0.7513782651760057}",move,easy,
가벼운 glass 인형을 테이블에 가져가라,"객체: 가벼운 glass 인형, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.24, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""light"", ""friction"": 0.3319766892326897, ""stiffness"": 83.22492524470026, ""fragility"": 1.0}, ""confidence"": 0.8733617629656663}",pick,medium,fragile_handling|gentle_grip
작은 wood 병을 선반에 놓아라,"객체: 작은 wood 병, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": 0.46466158523006434, ""stiffness"": 2.8851085586648955, ""fragility"": 0.3190407493490031}, ""confidence"": 0.8499843207215015}",place,medium,precise_positioning
부드러운 plastic 책을 바구니에 두어라,"객체: 부드러운 plastic 책, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.8942580972876684, ""stiffness"": ""soft"", ""fragility"": 0.07068441901950073}, ""confidence"": 0.8322069677367875}",place,medium,precise_positioning
작은 metal 펜을 상자에 끌어라,"객체: 작은 metal 펜, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.5142125538180556, ""stiffness"": 225.32371063121323, ""fragility"": 0.08783864963355502}, ""confidence"": 0.7147221432875928}",pull,medium,
